"Type","Accession","Trait","root_path","full_path"
Immune_Cell,GCST90001959,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_569_32929287-GCST90001959-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001447,lymphocyte count,../Data/GWAS summary stats/Original Data,Immune_Cell_57_32929287-GCST90001447-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001960,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_570_32929287-GCST90001960-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001961,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_571_32929287-GCST90001961-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001962,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_572_32929287-GCST90001962-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001963,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_573_32929287-GCST90001963-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001964,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_574_32929287-GCST90001964-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001965,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_575_32929287-GCST90001965-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001966,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_576_32929287-GCST90001966-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001967,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_577_32929287-GCST90001967-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001968,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_578_32929287-GCST90001968-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001969,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_579_32929287-GCST90001969-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001448,leukocyte count,../Data/GWAS summary stats/Original Data,Immune_Cell_58_32929287-GCST90001448-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001970,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_580_32929287-GCST90001970-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001971,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_581_32929287-GCST90001971-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001972,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_582_32929287-GCST90001972-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001973,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_583_32929287-GCST90001973-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001974,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_584_32929287-GCST90001974-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001975,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_585_32929287-GCST90001975-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001976,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_586_32929287-GCST90001976-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001977,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_587_32929287-GCST90001977-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001978,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_588_32929287-GCST90001978-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001979,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_589_32929287-GCST90001979-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001449,leukocyte count,../Data/GWAS summary stats/Original Data,Immune_Cell_59_32929287-GCST90001449-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001980,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_590_32929287-GCST90001980-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001981,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_591_32929287-GCST90001981-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001982,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_592_32929287-GCST90001982-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001983,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_593_32929287-GCST90001983-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001984,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_594_32929287-GCST90001984-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001985,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_595_32929287-GCST90001985-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001986,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_596_32929287-GCST90001986-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001987,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_597_32929287-GCST90001987-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001988,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_598_32929287-GCST90001988-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001989,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_599_32929287-GCST90001989-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001396,lymphocyte count,../Data/GWAS summary stats/Original Data,Immune_Cell_6_32929287-GCST90001396-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001450,leukocyte count,../Data/GWAS summary stats/Original Data,Immune_Cell_60_32929287-GCST90001450-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001990,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_600_32929287-GCST90001990-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001991,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_601_32929287-GCST90001991-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001992,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_602_32929287-GCST90001992-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001993,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_603_32929287-GCST90001993-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001994,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_604_32929287-GCST90001994-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001995,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_605_32929287-GCST90001995-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001996,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_606_32929287-GCST90001996-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001997,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_607_32929287-GCST90001997-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001998,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_608_32929287-GCST90001998-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001999,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_609_32929287-GCST90001999-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001451,leukocyte count,../Data/GWAS summary stats/Original Data,Immune_Cell_61_32929287-GCST90001451-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002001,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_611_32929287-GCST90002001-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002002,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_612_32929287-GCST90002002-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002003,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_613_32929287-GCST90002003-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002004,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_614_32929287-GCST90002004-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002005,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_615_32929287-GCST90002005-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002006,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_616_32929287-GCST90002006-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002007,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_617_32929287-GCST90002007-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002008,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_618_32929287-GCST90002008-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002009,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_619_32929287-GCST90002009-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001452,leukocyte count,../Data/GWAS summary stats/Original Data,Immune_Cell_62_32929287-GCST90001452-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002010,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_620_32929287-GCST90002010-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002011,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_621_32929287-GCST90002011-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002012,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_622_32929287-GCST90002012-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002013,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_623_32929287-GCST90002013-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002014,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_624_32929287-GCST90002014-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002015,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_625_32929287-GCST90002015-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002016,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_626_32929287-GCST90002016-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002017,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_627_32929287-GCST90002017-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002018,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_628_32929287-GCST90002018-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002019,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_629_32929287-GCST90002019-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001453,leukocyte count,../Data/GWAS summary stats/Original Data,Immune_Cell_63_32929287-GCST90001453-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002020,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_630_32929287-GCST90002020-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002021,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_631_32929287-GCST90002021-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002022,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_632_32929287-GCST90002022-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002023,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_633_32929287-GCST90002023-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002024,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_634_32929287-GCST90002024-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002025,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_635_32929287-GCST90002025-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002026,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_636_32929287-GCST90002026-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002027,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_637_32929287-GCST90002027-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002028,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_638_32929287-GCST90002028-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002029,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_639_32929287-GCST90002029-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001454,leukocyte count,../Data/GWAS summary stats/Original Data,Immune_Cell_64_32929287-GCST90001454-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002030,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_640_32929287-GCST90002030-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002031,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_641_32929287-GCST90002031-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002032,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_642_32929287-GCST90002032-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002033,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_643_32929287-GCST90002033-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002034,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_644_32929287-GCST90002034-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002035,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_645_32929287-GCST90002035-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002036,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_646_32929287-GCST90002036-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002037,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_647_32929287-GCST90002037-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002038,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_648_32929287-GCST90002038-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002039,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_649_32929287-GCST90002039-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001455,leukocyte count,../Data/GWAS summary stats/Original Data,Immune_Cell_65_32929287-GCST90001455-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002040,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_650_32929287-GCST90002040-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002041,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_651_32929287-GCST90002041-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002042,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_652_32929287-GCST90002042-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002043,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_653_32929287-GCST90002043-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002044,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_654_32929287-GCST90002044-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002045,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_655_32929287-GCST90002045-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002046,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_656_32929287-GCST90002046-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002047,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_657_32929287-GCST90002047-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002048,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_658_32929287-GCST90002048-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002049,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_659_32929287-GCST90002049-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001456,leukocyte count,../Data/GWAS summary stats/Original Data,Immune_Cell_66_32929287-GCST90001456-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002050,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_660_32929287-GCST90002050-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002051,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_661_32929287-GCST90002051-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002052,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_662_32929287-GCST90002052-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002053,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_663_32929287-GCST90002053-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002054,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_664_32929287-GCST90002054-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002055,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_665_32929287-GCST90002055-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002056,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_666_32929287-GCST90002056-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002057,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_667_32929287-GCST90002057-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002058,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_668_32929287-GCST90002058-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002059,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_669_32929287-GCST90002059-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001457,leukocyte count,../Data/GWAS summary stats/Original Data,Immune_Cell_67_32929287-GCST90001457-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002060,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_670_32929287-GCST90002060-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002061,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_671_32929287-GCST90002061-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002062,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_672_32929287-GCST90002062-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002063,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_673_32929287-GCST90002063-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002064,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_674_32929287-GCST90002064-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002065,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_675_32929287-GCST90002065-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002066,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_676_32929287-GCST90002066-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002067,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_677_32929287-GCST90002067-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002068,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_678_32929287-GCST90002068-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002069,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_679_32929287-GCST90002069-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001458,leukocyte count,../Data/GWAS summary stats/Original Data,Immune_Cell_68_32929287-GCST90001458-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002070,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_680_32929287-GCST90002070-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002071,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_681_32929287-GCST90002071-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002072,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_682_32929287-GCST90002072-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002073,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_683_32929287-GCST90002073-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002074,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_684_32929287-GCST90002074-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002075,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_685_32929287-GCST90002075-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002076,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_686_32929287-GCST90002076-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002077,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_687_32929287-GCST90002077-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002078,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_688_32929287-GCST90002078-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002079,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_689_32929287-GCST90002079-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001459,leukocyte count,../Data/GWAS summary stats/Original Data,Immune_Cell_69_32929287-GCST90001459-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002080,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_690_32929287-GCST90002080-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002081,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_691_32929287-GCST90002081-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002082,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_692_32929287-GCST90002082-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002083,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_693_32929287-GCST90002083-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002084,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_694_32929287-GCST90002084-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002085,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_695_32929287-GCST90002085-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002086,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_696_32929287-GCST90002086-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002087,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_697_32929287-GCST90002087-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002088,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_698_32929287-GCST90002088-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002089,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_699_32929287-GCST90002089-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001397,lymphocyte count,../Data/GWAS summary stats/Original Data,Immune_Cell_7_32929287-GCST90001397-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001460,leukocyte count,../Data/GWAS summary stats/Original Data,Immune_Cell_70_32929287-GCST90001460-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002090,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_700_32929287-GCST90002090-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002091,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_701_32929287-GCST90002091-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002092,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_702_32929287-GCST90002092-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002093,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_703_32929287-GCST90002093-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002094,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_704_32929287-GCST90002094-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002095,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_705_32929287-GCST90002095-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002096,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_706_32929287-GCST90002096-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002097,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_707_32929287-GCST90002097-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002098,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_708_32929287-GCST90002098-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002099,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_709_32929287-GCST90002099-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001461,leukocyte count,../Data/GWAS summary stats/Original Data,Immune_Cell_71_32929287-GCST90001461-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002100,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_710_32929287-GCST90002100-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002101,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_711_32929287-GCST90002101-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002102,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_712_32929287-GCST90002102-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002103,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_713_32929287-GCST90002103-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002104,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_714_32929287-GCST90002104-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002105,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_715_32929287-GCST90002105-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002106,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_716_32929287-GCST90002106-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002107,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_717_32929287-GCST90002107-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002108,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_718_32929287-GCST90002108-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002109,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_719_32929287-GCST90002109-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90001462,leukocyte count,../Data/GWAS summary stats/Original Data,Immune_Cell_72_32929287-GCST90001462-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002110,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_720_32929287-GCST90002110-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002111,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_721_32929287-GCST90002111-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002112,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_722_32929287-GCST90002112-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002113,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_723_32929287-GCST90002113-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002114,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_724_32929287-GCST90002114-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002115,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_725_32929287-GCST90002115-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002116,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_726_32929287-GCST90002116-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002117,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_727_32929287-GCST90002117-EFO_0007937.h.tsv.gz
Immune_Cell,GCST90002118,blood protein measurement,../Data/GWAS summary stats/Original Data,Immune_Cell_728_32929287-GCST90002118-EFO_0007937.h.tsv.gz
